"filename", "language", "Python", "comment", "blank", "total"
"/home/gerard/Bureau/pycdcover-v2/Controleur/Application.py", "Python", 137, 34, 29, 200
"/home/gerard/Bureau/pycdcover-v2/Controleur/__init__.py", "Python", 0, 0, 1, 1
"Total", "-", 137, 34, 30, 201
